image_path,predicted_score
data/processed/wikimedia_commons/images/ES/ns6/3270/File:ROC DE PEGUERA - FÍGOLS - IB-303.jpeg,5.0993257
data/processed/wikimedia_commons/images/CH/ns6/299/File:Scuol - panoramio (328).jpeg,5.0032187
data/processed/wikimedia_commons/images/EL/ns6/760/File:Ιερά Μονή Ιερά Μονή Ρουσάνου Μετέωρα Καλαμπάκα (photosiotas) (3).jpeg,5.404048
data/processed/wikimedia_commons/images/FR/ns6/11310/File:Rocks at the Pointe Percée - panoramio - Björn S..jpeg,5.141122
data/processed/wikimedia_commons/images/FR/ns6/10808/File:Mont Tondu.jpeg,5.9052258
data/processed/wikimedia_commons/images/IT/ns6/2281/File:Knotenferner (IMG 20210821 125220).jpeg,5.7458386
data/processed/wikimedia_commons/images/FR/ns6/10333/File:La Tournette @ Sommet du Roc de Nantbellet @ Saint-Ferréol (50980864597).jpeg,5.1997375
data/processed/wikimedia_commons/images/UK/ns6/1993/File:Meall Beag - geograph.org.uk - 1855775.jpeg,5.27793
data/processed/wikimedia_commons/images/FR/ns6/1764/File:Falaises Soubeyranes 02.jpeg,5.279927
data/processed/wikimedia_commons/images/RO/ns6/747/File:On the way - panoramio (1).jpeg,5.3211684
data/processed/wikimedia_commons/images/PT/ns6/374/File:Vale do Douro - Portugal (50740986351).jpeg,5.686867
data/processed/wikimedia_commons/images/PT/ns6/37/File:Litoral entre a Praia do Almograve e o Porto de Pesca da Lapa das Pombas - Portugal (14623527998).jpeg,5.008386
"data/processed/wikimedia_commons/images/IT/ns6/1161/File:Nel mezzo del cammin di nostra vita mi ritrovai per una selva oscura, ché la diritta via era smarrita.jpeg",5.044078
data/processed/wikimedia_commons/images/FR/ns6/10811/File:Fauteuil des Allemands Mont Chétif.jpeg,5.4724827
"data/processed/wikimedia_commons/images/ES/ns6/1433/File:Майорка, Балеарские острова, Испания - panoramio (11).jpeg",5.0862093
data/processed/wikimedia_commons/images/CH/ns6/32/File:Gran San Bernardo - panoramio (2).jpeg,5.103233
data/processed/wikimedia_commons/images/UK/ns6/1250/File:Bwlch Drws-Ardudwy - geograph.org.uk - 298391.jpeg,5.0184507
data/processed/wikimedia_commons/images/NO/ns6/3056/File:Nordkapp Hornet from Storvannsveien 2022-09-12 02.jpeg,5.5889425
data/processed/wikimedia_commons/images/DE/ns6/5976/File:Schwepnitz Cosel Aerial.jpeg,5.0162244
data/processed/wikimedia_commons/images/FR/ns6/10660/File:Mont Lachat @ Montagne de Sulens (51375399117).jpeg,5.3960786
data/processed/wikimedia_commons/images/NO/ns6/2387/File:Mot Navarsborra.jpeg,5.447785
data/processed/wikimedia_commons/images/FR/ns6/11566/File:La Joyère @ Le Grand-Bornand (50789321302).jpeg,5.414264
data/processed/wikimedia_commons/images/ES/ns6/278/File:Rambla Belén IMG 20190127 121126.jpeg,5.2235847
"data/processed/wikimedia_commons/images/IT/ns6/2003/File:Santa Maria Maggiore, Province of Verbano-Cusio-Ossola, Italy - panoramio.jpeg",5.2607713
data/processed/wikimedia_commons/images/UK/ns6/22/File:View to Gunard's Head - geograph.org.uk - 1843093.jpeg,5.404058
data/processed/wikimedia_commons/images/FR/ns6/11320/File:Mont Blanc Pointe Helbronner.jpeg,5.256281
"data/processed/wikimedia_commons/images/FR/ns6/446/File:Vieux-Fort, vue sur les Saintes.jpeg",5.0542684
data/processed/wikimedia_commons/images/DE/ns6/8003/File:13-09-29-nordfriesisches-wattenmeer-RalfR-05-cover.jfif.jpeg,5.368525
data/processed/wikimedia_commons/images/CH/ns6/74/File:Verbier (31801909533).jpeg,5.5337954
data/processed/wikimedia_commons/images/ES/ns6/4388/File:1 Gaitanes (29).jpeg,5.2274485
data/processed/wikimedia_commons/images/ES/ns6/4753/File:(Barb.02a) Sa Talaia Morella.jpeg,5.319887
data/processed/wikimedia_commons/images/FR/ns6/8533/File:Val Thorens and Vallon du Lou from Pointe de la Masse.jpeg,5.6485744
data/processed/wikimedia_commons/images/FR/ns6/11476/File:Au dessus du Col de Mallebranche @ Mont Pelé (51285631991).jpeg,5.2006516
data/processed/wikimedia_commons/images/FR/ns6/11931/File:Mont Buet @ Col des Grands Vans @ Flaine (50887338978).jpeg,5.422126
data/processed/wikimedia_commons/images/EL/ns6/221/File:ΤΕΛΕΝΔΟΣ.jpeg,5.028007
data/processed/wikimedia_commons/images/CH/ns6/28/File:Argentiere - stones and forest.jpeg,5.590053
data/processed/wikimedia_commons/images/FR/ns6/10660/File:Serraval (51375967283).jpeg,5.0291433
data/processed/wikimedia_commons/images/IT/ns6/2121/File:Il Corno d'Ega - panoramio.jpeg,5.2638555
data/processed/wikimedia_commons/images/AT/ns6/524/File:DachsteinSüdwand v Kalkspitze.jpeg,5.3331666
data/processed/wikimedia_commons/images/IT/ns6/2283/File:Weiße Wand panorama.jpeg,5.3970637
data/processed/wikimedia_commons/images/FR/ns6/11483/File:Grand Croisse Baulet @ Sentier vers Cordon (50864950241).jpeg,5.3681345
data/processed/wikimedia_commons/images/IT/ns6/2029/File:Cimon della bagozza.jpeg,5.1949763
data/processed/wikimedia_commons/images/IT/ns6/920/File:Gran Sasso Corno Grande - panoramio.jpeg,5.473653
data/processed/wikimedia_commons/images/MK/ns6/104/File:DO SAM MRAMOR - panoramio.jpeg,5.2363496
data/processed/wikimedia_commons/images/SE/ns6/2624/File:Akkajaure - KMB - 16001000086444.jpeg,5.382964
data/processed/wikimedia_commons/images/FR/ns6/6182/File:Mountains in Les Orres (Unsplash).jpeg,5.1062574
data/processed/wikimedia_commons/images/SK/ns6/388/File:StohAtSummer.jpeg,5.210592
data/processed/wikimedia_commons/images/UK/ns6/1316/File:Old tramway run from the pit to the dressing shed - geograph.org.uk - 252011.jpeg,5.1301713
"data/processed/wikimedia_commons/images/UK/ns6/33/File:Perranporth , Sea ^ Coastline - geograph.org.uk - 2504057.jpeg",5.074923
"data/processed/wikimedia_commons/images/NO/ns6/2201/File:Solbjørn during snow showers of spring in Lofoten, Nordland, Norway, 2017 April.jpeg",5.6633234
data/processed/wikimedia_commons/images/NO/ns6/2876/File:Trollholmsund9.jpeg,5.3548856
data/processed/wikimedia_commons/images/FR/ns6/11404/File:Lac de la Flégère.jpeg,5.5650597
data/processed/wikimedia_commons/images/IT/ns6/1782/File:Colle della Rossa panorama.jpeg,5.1664667
data/processed/wikimedia_commons/images/UK/ns6/30/File:Coast at The Warren - geograph.org.uk - 703304.jpeg,5.6616154
"data/processed/wikimedia_commons/images/UK/ns6/2438/File:Cliffs, Dunnet Head - geograph.org.uk - 2454933.jpeg",5.3483567
data/processed/wikimedia_commons/images/TR/ns6/1525/File:Ilıca2 - panoramio.jpeg,5.3283596
data/processed/wikimedia_commons/images/NO/ns6/2594/File:Malangen panorama(2).jpeg,5.560339
data/processed/wikimedia_commons/images/CH/ns6/149/File:Piana Di Zocca (74462321).jpeg,5.5835567
data/processed/wikimedia_commons/images/SK/ns6/327/File:Pohľad na Ružínsku priehradu - panoramio.jpeg,5.3025384
data/processed/wikimedia_commons/images/PT/ns6/401/File:Rio Douro - Portugal (13986851895).jpeg,5.1160045
data/processed/wikimedia_commons/images/CH/ns6/348/File:Bergtocht van Arosa via Scheideggseeli (2080 meter) en Ochsenalp (1941 meter) naar Tschiertschen 06.jpeg,5.3295317
data/processed/wikimedia_commons/images/IS/ns6/11/File:Iceland (20042943011).jpeg,5.1229105
data/processed/wikimedia_commons/images/DE/ns6/0/File:Bacherloch - panoramio.jpeg,5.468973
data/processed/wikimedia_commons/images/FR/ns6/11222/File:Pic de Jallouvre @ Frêtes de Colomban @ Manigod (50881085241).jpeg,5.6362
data/processed/wikimedia_commons/images/EL/ns6/731/File:Corfu September 2009 - Myrtiotissa - panoramio - maczopikczu (1).jpeg,5.302841
data/processed/wikimedia_commons/images/AT/ns6/774/File:Waldmüller - Berglandschaft mit der Ruine Liechtenstein bei Mödling.jpeg,5.030572
data/processed/wikimedia_commons/images/MK/ns6/7/File:Pretor village 2.jpeg,5.041915
data/processed/wikimedia_commons/images/ES/ns6/961/File:Els Pallers (Jávea) - panoramio.jpeg,5.8337355
data/processed/wikimedia_commons/images/ES/ns6/187/File:Pico Torrecilla (1.919 MSNM) desde valle Arroyo los Quejigos.jpeg,5.7946277
data/processed/wikimedia_commons/images/UK/ns6/92/File:Golden Cap from Charmouth - geograph.org.uk - 1184579.jpeg,5.3083467
data/processed/wikimedia_commons/images/FR/ns6/11479/File:Vallée de Thônes @ Sommet du Mont Lachat (51017645457).jpeg,5.375943
data/processed/wikimedia_commons/images/UK/ns6/1752/File:Heading for Murton Pike - geograph.org.uk - 3169001.jpeg,5.27118
data/processed/wikimedia_commons/images/IE/ns6/22/File:Scariff and Deenish Islands 12282959374 o.jpeg,5.0786104
data/processed/wikimedia_commons/images/UK/ns6/2372/File:Loch Mhiabhaig - geograph.org.uk - 501991.jpeg,5.2923064
data/processed/wikimedia_commons/images/IT/ns6/2248/File:Valle dei Granati (Seewertal) laghetto e torbiera m 2076 slm - panoramio.jpeg,5.668683
data/processed/wikimedia_commons/images/IT/ns6/2248/File:Panoramic view near Soomsee - panoramio (17).jpeg,5.235384
data/processed/wikimedia_commons/images/FR/ns6/9764/File:Monte Bianco-ultimi sprazzi di sole.jpeg,5.2626963
data/processed/wikimedia_commons/images/CH/ns6/241/File:Alte Furkastrasse Brücke Furkareuss Realp UR 20160823-jag9889.jpeg,5.0483785
"data/processed/wikimedia_commons/images/UK/ns6/2466/File:The Nev, Fitful - geograph.org.uk - 1780166.jpeg",5.443266
data/processed/wikimedia_commons/images/AT/ns6/534/File:1957-07-21 05 Planspitze von der Peternscharte.jpeg,5.325468
data/processed/wikimedia_commons/images/DE/ns6/2776/File:Quackenschloss Eiszapfen 2140054 HDR.jpeg,5.001073
data/processed/wikimedia_commons/images/ES/ns6/90/File:Lanzarote panoramic on a rainy day form a viewpoint in Teguise - 02.jpeg,5.2732835
"data/processed/wikimedia_commons/images/CH/ns6/335/File:Gipfel des ""Hahnen"" (2'607 m) von Engelberg (2014).jpeg",5.261244
"data/processed/wikimedia_commons/images/EL/ns6/387/File:Salamina bay, Greece - panoramio.jpeg",5.081249
"data/processed/wikimedia_commons/images/UK/ns6/1084/File:Afon Leri, Banc Llechwedd-ddu - geograph.org.uk - 40019.jpeg",5.0709457
data/processed/wikimedia_commons/images/AT/ns6/244/File:Nightfall over the mountains (Unsplash).jpeg,5.20688
data/processed/wikimedia_commons/images/FR/ns6/11395/File:Rocher du Béard @ Villaz (51104850761).jpeg,5.058063
data/processed/wikimedia_commons/images/PL/ns6/2277/File:Jeseníky pohled ze Šeráku na Jeseník - Jeseníky view Šerák to Jesenik - panoramio.jpeg,5.0828376
data/processed/wikimedia_commons/images/CH/ns6/76/File:Ski run - panoramio (4).jpeg,5.613481
data/processed/wikimedia_commons/images/CH/ns6/31/File:Chamonix (51486540481).jpeg,5.303522
data/processed/wikimedia_commons/images/UK/ns6/2263/File:Loch Carn Tuairneir Beag - geograph.org.uk - 1177312.jpeg,5.226613
data/processed/wikimedia_commons/images/FR/ns6/6049/File:Country road in valle Argentera - panoramio.jpeg,5.060374
"data/processed/wikimedia_commons/images/UK/ns6/2102/File:Crags, Cnoc Coinnich. - geograph.org.uk - 150514.jpeg",5.307565
"data/processed/wikimedia_commons/images/ES/ns6/43/File:Panoramic view of the beach Playa del Viejo Reyes in Fuerteventura, Canary Islands (51122685147).jpeg",5.6273155
data/processed/wikimedia_commons/images/ES/ns6/1434/File:Mallorca (22463698851).jpeg,5.1510477
data/processed/wikimedia_commons/images/IS/ns6/114/File:Iceland 2008-05-29 (2741568223).jpeg,5.1146245
data/processed/wikimedia_commons/images/NO/ns6/936/File:Nærøyfjord - The world's most beautiful fjord (32021641846).jpeg,5.0972066
data/processed/wikimedia_commons/images/PT/ns6/370/File:Rio Paiva - Portugal (32162017401).jpeg,5.166547
"data/processed/wikimedia_commons/images/UK/ns6/545/File:Chapel Point, Caldey Island - geograph.org.uk - 1880921.jpeg",5.030535
data/processed/wikimedia_commons/images/CH/ns6/440/File:Brand-Luenersee-boeser Tritt-03ESD.jpeg,5.498622
data/processed/wikimedia_commons/images/PL/ns6/351/File:Wielki Śnieżny Kocioł - panoramio.jpeg,5.297988
data/processed/wikimedia_commons/images/UK/ns6/2157/File:Across Loch Freuchie towards Amulree - geograph.org.uk - 1049437.jpeg,5.255566
data/processed/wikimedia_commons/images/ES/ns6/3570/File:Encoro de Belesar.jpeg,5.1481967
data/processed/wikimedia_commons/images/FR/ns6/13137/File:Paysage entre Thoiry Devant Croisée Thoiry Ain 11.jpeg,5.368827
data/processed/wikimedia_commons/images/IT/ns6/2090/File:Il Cimone della pala tra le nuvole.jpeg,5.0319047
data/processed/wikimedia_commons/images/AT/ns6/774/File:Einödhöhle 06.jpeg,5.413621
"data/processed/wikimedia_commons/images/CH/ns6/263/File:Rochers de Naye, Mont Grange and Dent de Lys (15880120411).jpeg",5.3109717
data/processed/wikimedia_commons/images/UK/ns6/2280/File:River Ling - geograph.org.uk - 2094860.jpeg,5.041155
data/processed/wikimedia_commons/images/CH/ns6/135/File:Antenna HB9BFM December 2022 (09).jpeg,5.154725
"data/processed/wikimedia_commons/images/FR/ns6/9881/File:Les Sauces, Lac de Roselend, Savoie, France 002.jpeg",5.85637
data/processed/wikimedia_commons/images/ES/ns6/3550/File:Coll de Banyuls 2013 07 17 12 M6.jpeg,5.144459
data/processed/wikimedia_commons/images/EL/ns6/20/File:Xerokambos Kefali 08.jpeg,5.2493205
data/processed/wikimedia_commons/images/FR/ns6/9293/File:The Gran Paradiso from the Pian di Nivolet (5567209399).jpeg,5.108074
data/processed/wikimedia_commons/images/FR/ns6/607/File:Punta della Cappella sommet.jpeg,5.0433073
data/processed/wikimedia_commons/images/EL/ns6/101/File:Beach - Kombonada - Kythira - Greece - 2019-08-25-12-29-03.jpeg,5.0850506
data/processed/wikimedia_commons/images/UK/ns6/546/File:Worms Head seen from Rhossili - geograph.org.uk - 3739874.jpeg,5.0953293
"data/processed/wikimedia_commons/images/FR/ns6/5150/File:18010 Molini di Triora, Province of Imperia, Italy - panoramio (1).jpeg",5.048564
data/processed/wikimedia_commons/images/ME/ns6/83/File:2013-09-26 13-03-58 Клиње.jpeg,5.1211667
data/processed/wikimedia_commons/images/RO/ns6/125/File:Sunset Sky Wallpaper (5081332086).jpeg,5.262069
data/processed/wikimedia_commons/images/EL/ns6/236/File:Paros Kolymbithres2 tango7174.jpeg,5.016762
data/processed/wikimedia_commons/images/FR/ns6/1866/File:Cap Morgiou Crête de Morgiou.jpeg,5.2170086
data/processed/wikimedia_commons/images/CH/ns6/238/File:Scheidegg - panoramio (30).jpeg,5.250631
data/processed/wikimedia_commons/images/EL/ns6/751/File:Βόριο Στενό Κέρκυρας από τον Παντοκράτωρα 4.jpeg,5.610472
data/processed/wikimedia_commons/images/ES/ns6/2623/File:La Roca Salvatge i el Paller de tot l'any. La Vacarissana i Montserrat al fons.jpeg,5.0840845
data/processed/wikimedia_commons/images/UK/ns6/1881/File:Magilligan - panoramio.jpeg,5.1818247
data/processed/wikimedia_commons/images/ES/ns6/4795/File:Platja des Coll Baix 13.jpeg,5.00733
data/processed/wikimedia_commons/images/ES/ns6/4036/File:CostaMorteDunas 2014-09.jpeg,5.1477094
data/processed/wikimedia_commons/images/UK/ns6/2322/File:Lunar Loch - geograph.org.uk - 216810.jpeg,5.1180325
data/processed/wikimedia_commons/images/UK/ns6/2412/File:Port Bun a' Ghlinne - geograph.org.uk - 1940483.jpeg,5.0201674
data/processed/wikimedia_commons/images/AT/ns6/138/File:Himmelbauer Obervellach Mölltal 2013 08k.jpeg,5.4325485
data/processed/wikimedia_commons/images/NO/ns6/1180/File:Nigardsbreen-2019-05-20 1.jpeg,5.385807
data/processed/wikimedia_commons/images/SE/ns6/2661/File:Stream in Ladtjovagge 2022-08-23 09.jpeg,5.2704444
"data/processed/wikimedia_commons/images/DE/ns6/22/File:Karwendel, Toni-Gaugg-Höhenweg - panoramio (3).jpeg",5.457134
data/processed/wikimedia_commons/images/ES/ns6/5173/File:La Valle (Escuaín) - Ordesa y Monte Perdido NP - Aragon - Spain - panoramio.jpeg,5.1449623
data/processed/wikimedia_commons/images/DE/ns6/226/File:Schindlberger See Niederaudorf-2.jpeg,5.1001577
data/processed/wikimedia_commons/images/UK/ns6/2486/File:Crags at Easter Keolka - geograph.org.uk - 1971764.jpeg,5.0204625
data/processed/wikimedia_commons/images/NO/ns6/907/File:Flåmsbana - Crowned the most beautiful train journey in the world (31250368383).jpeg,5.183426
data/processed/wikimedia_commons/images/UK/ns6/2132/File:Staffa 02.jpeg,5.0304227
data/processed/wikimedia_commons/images/SI/ns6/113/File:View of Lake Bled from Castle (1620121749).jpeg,5.0462494
data/processed/wikimedia_commons/images/FR/ns6/11135/File:Sentier du Col de Tricot aux Chalets de Miage (50731142891).jpeg,5.4243946
data/processed/wikimedia_commons/images/FR/ns6/4661/File:Ospedaletti strada Capo Nero.jpeg,5.2354274
"data/processed/wikimedia_commons/images/EL/ns6/496/File:Athens and Mount Hymettus from the fortress of Phyle on May 4, 2020.jpeg",5.486494
data/processed/wikimedia_commons/images/SK/ns6/388/File:Cestou na Pekelník - panoramio.jpeg,5.884937
data/processed/wikimedia_commons/images/IT/ns6/437/File:Costiera amalfitana -mix- 2019 by-RaBoe 137.jpeg,5.0843077
data/processed/wikimedia_commons/images/UK/ns6/1716/File:Scar Lathing and the River Esk - geograph.org.uk - 493888.jpeg,5.246557
data/processed/wikimedia_commons/images/IT/ns6/1484/File:Parco Orsiera Rocciavre - pendici del monte Francais Pelouxe.jpeg,5.5157027
data/processed/wikimedia_commons/images/IT/ns6/1783/File:Bergtocht van Gimillan (1805m.) naar Colle Tsa Sètse in Cogne Valley (Italië). Zicht op grote vrijstaande rots 03.jpeg,5.1490374
data/processed/wikimedia_commons/images/UK/ns6/2257/File:Ceaplaich - geograph.org.uk - 509098.jpeg,5.111064
data/processed/wikimedia_commons/images/CH/ns6/48/File:Lake Lugano42.jpeg,5.2729735
data/processed/wikimedia_commons/images/FR/ns6/1682/File:Ile du Grand Ribaud - panoramio (2).jpeg,5.0625944
data/processed/wikimedia_commons/images/FR/ns6/4691/File:Croix de Gréponac-Panorama vers Saint Affrique-20130516.jpeg,5.3140855
data/processed/wikimedia_commons/images/EL/ns6/72/File:Hollidays - panoramio.jpeg,5.081187
data/processed/wikimedia_commons/images/ES/ns6/1896/File:Madrid from the heights (5394057890).jpeg,5.067846
data/processed/wikimedia_commons/images/CH/ns6/220/File:Lago Bianco Piz Lagalb2.jpeg,5.3195605
data/processed/wikimedia_commons/images/FR/ns6/10811/File:Jardin du Miage Mont Chétif2.jpeg,5.4232492
data/processed/wikimedia_commons/images/IT/ns6/2047/File:Sentiero Lago S.Croce - panoramio.jpeg,5.3172555
data/processed/wikimedia_commons/images/ES/ns6/2787/File:Des del Matagalls P1230813.jpeg,5.2350845
data/processed/wikimedia_commons/images/ES/ns6/4834/File:Mallorca (22001685864).jpeg,5.4743786
data/processed/wikimedia_commons/images/IT/ns6/920/File:Vista sella dei 2 corni (DC) - panoramio.jpeg,5.6123567
data/processed/wikimedia_commons/images/CH/ns6/124/File:Dent de Morcles (14410738693).jpeg,5.203762
data/processed/wikimedia_commons/images/UK/ns6/2274/File:Southernmost of the Glas-eileanan - geograph.org.uk - 4974616.jpeg,5.1742954
data/processed/wikimedia_commons/images/FR/ns6/11301/File:Château de Menthon @ Lake Annecy @ Saint-Jorioz (50487586113).jpeg,5.6750565
data/processed/wikimedia_commons/images/AT/ns6/137/File:Schober group from Anna-Schutzhaus.jpeg,5.1308966
data/processed/wikimedia_commons/images/UK/ns6/2208/File:Glenshee ski area - geograph.org.uk - 20306.jpeg,5.1396093
data/processed/wikimedia_commons/images/PL/ns6/2117/File:Panorama z Jaworza5.jpeg,5.1966796
data/processed/wikimedia_commons/images/UK/ns6/2191/File:Allt Fearnach - geograph.org.uk - 380332.jpeg,5.27568
data/processed/wikimedia_commons/images/FR/ns6/6912/File:Le Grand Veymon 14.jpeg,5.3224053
data/processed/wikimedia_commons/images/NO/ns6/2238/File:Evenes IMG 4886 evenes airport.jpeg,5.3695207
data/processed/wikimedia_commons/images/IT/ns6/1977/File:Lago di Tenno spring.jpeg,5.42623
data/processed/wikimedia_commons/images/ES/ns6/43/File:Mirador astronómico de Sicasumbre 2022 035.jpeg,5.2655287
data/processed/wikimedia_commons/images/FR/ns6/9582/File:Pointe de la Fougère @ Le Grand Roc (50576605567).jpeg,5.092151
data/processed/wikimedia_commons/images/FR/ns6/40514/File:Manche Cap De Flamanville 041996 - panoramio.jpeg,5.1254907
data/processed/wikimedia_commons/images/BG/ns6/161/File:Страшното езеро - panoramio (2).jpeg,5.326822
data/processed/wikimedia_commons/images/UK/ns6/2321/File:Fasreidhnean Beinn Alligin - geograph.org.uk - 2112088.jpeg,5.010118
data/processed/wikimedia_commons/images/FR/ns6/11320/File:Dente del Gigante.jpeg,5.08036
data/processed/wikimedia_commons/images/UK/ns6/2466/File:Trei Geo of Northern Ness - geograph.org.uk - 3927599.jpeg,5.2947903
data/processed/wikimedia_commons/images/UK/ns6/2479/File:Drid Geo and Moo Stack - geograph.org.uk - 2714467.jpeg,5.1294928
data/processed/wikimedia_commons/images/FR/ns6/11860/File:Aiguilles Rouges @ Vallon de Bérard 02.jpeg,5.337046
data/processed/wikimedia_commons/images/IT/ns6/2125/File:Monte castelaz in manto bianco - panoramio.jpeg,5.3174934
data/processed/wikimedia_commons/images/FR/ns6/31913/File:Moulin Mattei.jpeg,5.2092853
data/processed/wikimedia_commons/images/AT/ns6/182/File:Mallnitz Tauerntal Jamnigalm 20160807 02.jpeg,5.0276184
data/processed/wikimedia_commons/images/FR/ns6/11649/File:Glacier de Beugeant @ Col de Salenton 01.jpeg,5.1154804
data/processed/wikimedia_commons/images/CH/ns6/442/File:Gaschurn-Partenen-Vorspeicher Zeinis-02ESD.jpeg,5.0070205
data/processed/wikimedia_commons/images/CH/ns6/133/File:Sorebois Val d'Anniviers (2438 m). Zicht op Corne de Sorebois (2896 m).jpeg,5.0856423
data/processed/wikimedia_commons/images/IT/ns6/2089/File:Panoramica dal sentiero che porta a M.ga Valsorda II - panoramio.jpeg,5.142557
data/processed/wikimedia_commons/images/TR/ns6/819/File:Milli Park & Samos Boot Tour 2008 76 - panoramio.jpeg,5.1267805
data/processed/wikimedia_commons/images/CH/ns6/28/File:Hike to Glacier d'Argentière - panoramio (50).jpeg,5.401931
data/processed/wikimedia_commons/images/UK/ns6/1368/File:Wales Coast Path (26344886535).jpeg,5.0987463
data/processed/wikimedia_commons/images/FR/ns6/8676/File:Domaine de St-François-Longchamp en hiver (janvier 2022).jpeg,5.1640005
data/processed/wikimedia_commons/images/CH/ns6/123/File:Lac de Tavaneuse 10.jpeg,5.061612
"data/processed/wikimedia_commons/images/CH/ns6/171/File:Hemointze du Plan's sight to ""Schwarzhorn pass"" - panoramio.jpeg",5.26889
data/processed/wikimedia_commons/images/CH/ns6/162/File:Lac-Tanay-aerial.jpeg,5.7226224
data/processed/wikimedia_commons/images/FR/ns6/8106/File:Vallon du ruisseau de Moirin @ Col de la Botte.jpeg,5.588133
data/processed/wikimedia_commons/images/EL/ns6/122/File:Kalithea Beach - panoramio.jpeg,5.0315247
data/processed/wikimedia_commons/images/IT/ns6/2111/File:20150610 06 Passo di Gavia (18764462902).jpeg,5.768966
data/processed/wikimedia_commons/images/FR/ns6/11642/File:Arâches-la-Frasse (50889153686).jpeg,5.4981966
data/processed/wikimedia_commons/images/EL/ns6/760/File:Météores - Météores (GR44) - 2022-03-22 - 32.jpeg,5.2702646
data/processed/wikimedia_commons/images/CH/ns6/28/File:Hike to Glacier d'Argentière - panoramio (65).jpeg,5.487666
